번호,제목,평점,평가
15911153,진범,8,생각만큼 괜찮은 영화 추천
15911152,라이온 킹,10,디즈니스터 입덕했습니다..
15911151,라이온 킹,10,또보러오겠습님다 ㅋㅋ
15911150,라이온 킹,10,음악을 듣고 또 듣고. 정말 재밌었고 훌륭한 영화
15911149,라이온 킹,8,"완벽한 기술력의 웅장한 위엄, 놀라움과 감동의 연속."
15911147,마터스: 천국을 보는 눈,10,내장 나오고 대갈 터지는 것보다 손목 긋고 쳐 맞는게 더 현실적이라 무섭다
15911146,라이온 킹,9,너무 좋았습니다. 역시 띵작!
15911145,라이온 킹,10,"그 시절, 그 추억을 떠올리며.."
15911144,라이온 킹,10,동심에 빠져 들게 하는 디즈니의 힘은 굉장하다ㅠㅠ
15911143,라이온 킹,10,애니메이션 실사영화로선 최고
15911142,라이온 킹,10,내 최애 애니메이션인데 실사를 보게 되다니ㅜ 영광이였어요
15911141,버진 스노우,5,반전하나 믿고 영화를 엉망으로.... 코믹물도 아니고 헛웃음 나오네;;
15911139,라이온 킹,10,가족영화로 강력추천합니다
15911138,라이온 킹,10,"감동그자체, 실사여서 더생동감이 느껴지고 좋았음"
15911137,라이온 킹,8,티몬과 품바덕분에 그나마 생존
15911135,라이온 킹,10,상상 그 이상을 보고왔음 ㅎ
15911134,라이온 킹,10,디즈니는 언제나 옳다~~
15911133,악인전,10,늘 뻔한 조폭 및 범죄물이 아니라 재밋게 봤어요김무열은 너무 오바연기 ㅋㅋ 마동석은 이웃사람에서 연기한거랑 비슷하고 김성규는 진짜 사이코패스인줄 연기 진짜 개쩜
15911132,라이온 킹,4,불 쾌 한 골 짜 기 가 따 로 없 네
15911131,라이온 킹,10,내용도 좋고 재밌고ㅋㅋ 좋아하는 작품 중 하나
15911130,라이온 킹,10,역시 디즈니 대표작답군
15911129,알라딘,10,왜 다들 알라딘 얘기안해요?ㅠㅠㅠ 진짜 알라딘 사랑해ㅠㅠㅠ 영화 최고에요ㅠㅠ
15911128,라이온 킹,10,너무 진짜 같아요 ㅠㅠㅠ
15911127,항거:유관순 이야기,10,3.1절 100주년입니다. 다시 한번 우리 열사님 들께 감사드립니다.
15911126,라이온 킹,7,"여러가지 효과에 놀랍긴 했다만, 여러가지 효과에 끔찍하기도 했다. 애니메이션 라이온 킹이 실사화되면서 동물의 왕국을 낳다. 리얼함과 디테일함이  맹수가 될 줄이야.."
15911125,라이온 킹,3,"난 좀 무서웠음...,,"
15911124,비스트,10,한국 스릴러 영화중에 역대급이다. 이성민의 연기는 잔상이 오래갈거같다. 평점 낮은거 믿지마라 2시간이 어떻게 갔는줄도 모르게 순삭된 느낌이다.
15911123,라이온 킹,6,13세이하 아동과 보면 괜찮은영화. 원작최애.
15911122,스파이더맨: 파 프롬 홈,2,영화  보면서 평점올립니다.엄청 재미없어요
15911121,비스트,4,감독의 연출럭 전달력 화면 구성력이 아쉽다
15911120,알리타: 배틀 엔젤,6,치킨먹으면서 보다가 토할것 같아서 껐다 불편한 골짜기를 이렇게 적나라하게 표현할 필요는 없었잖아..?그냥 예쁜 여배우 갖다 쓰면되지 왜 궂이 비현실적인 CG를 써서...
15911119,"장화, 홍련",10,최고의 공포영화...
15911118,사일런스,1,이거 왜 10점주는지모르겠움..평점한번도 안써봣눈데 요근래본영화중가장노잼..결말도 이상하고 그렇다고 무섭지도않고...
15911117,존 윅 3: 파라벨룸,6,개에 미친년놈들의 동족 학살 영화 리로드까지가 볼만했다..
15911116,알라딘,10,4DX로 봐야하는 영화. 실사영화는 이렇게 만들어야하는 걸 보여주는 영화였음
15911115,포레스트 검프,10,이거슨 인생영화!! 20년만에 다시 또 봄!!
15911114,하드코어 헨리,5,구라 안치고 멀미나서 못보겠음.
15911113,라이온 킹,9,각색도 별로 안 됐고 원작 그대로를 살리려 노력한 것 같다. 동물들 표정 안 읽히는 게 단점이었음
15911112,헬보이,1,OOO기 영화ㅋㅋ잔인하기만하고 아무것도 없음
15911111,스파이더맨: 파 프롬 홈,10,아들 말이 흥미진진하고 재밌었다고 하네요
15911110,알라딘,1,이게 평점 9.4 영화라고? ㅂㄷㅂㄷ
15911109,라이온 킹,5,잼없음  오늘5.20분꺼 메가빡쑤보고옴감동도 없고
15911108,라이온 킹,10,아버지는 네 안에 살아계셔!
15911107,라이온 킹,10,명작 만화영화를 현실적으로 실감나게 실사화 시킴!!!
15911106,라이온 킹,10,라이온킹인데 무슨 말이 더 필요할까요
15911105,라이온 킹,9,디즈니 실사는 알라딘이 최고인줄 알았는데 라이온킹이 역대급이네ㅋㅋㅋ
15911104,라이온 킹,10,영화 보는 내내 너무 좋았어요!역시 디지니는 옳다
15911103,알라딘,10,영화보는내내 너무 황홀했음 A whole new world도 명곡이지만 현대판 알라딘의 대표곡은 이제 speechless가 아닐까함
15911101,라이온 킹,10,졸잼입니다 후회안해요 ㅋ
15911100,라이온 킹,10,실시 보고와서 댓글 답니다  이 작품이 94년에 나왔다는 자체가 ㅁㅊ거라고 말하고 싶네요
15911099,라이온 킹,10,표정없는 심바가 아쉽긴 하지만 재밌다 ost도 정말 신나고
15911098,기생충,10,여러 장르의 영화 보면서 많은생각을 느끼게 해줌 땡큐
15911097,비열한 거리,10,와 진심... 여운 끝내준다 ㅠㅠ 풋풋했던 이보영과 조진웅을 봤다 ㅎㅎ 유일하게 조인성만 아직까지 안 늙은 듯 ㅎㄷㄷ
15911096,라이온 킹,10,너무 좋아요 ㅠㅠㅠ 오랜만에 영화봤는데 추천합니다
15911095,라이온 킹,2,애니속 스캇은 그래도 여유+찐한 갈퀴가 멋있았는데이번실사는중딩vs양치기 멸치 싸움 ㅋㅋ ufc보다가 찐따들싸우는거 보는느낌그래픽은 ㅇㅈ하쿠나마타타 잊거살자하다가 또 바로 논리바꾸고 심바 줏대없음
15911094,라이온 킹,10,품바보고 내내 빵터짐ㅋ
15911093,라이온 킹,10,역시 디즈니 영화 하나는 잘만들어
15911092,라이온 킹,8,음악도 내용도 좋음 ^^ 시간 아깝지 않았어요 -
15911091,천로역정: 천국을 찾아서,10,중고등부에서 보러갔는데 진짜 좋은 영화입니다
15911090,라이온 킹,6,베어그릴스랑 싸우는게 더 재밌었을듯.
15911089,라이온 킹,10,뭔가 교훈적이다! 동물의 왕국 삘도... 노래 좋다!
15911088,라이온 킹,8,진짜 같은 그래픽에 놀라고 원작을 잘 표현한거에 또 놀란다
15911087,아가씨,1,더럽고 천박하고 역겨운 정신병
15911086,마담 싸이코,2,초반엔 재밌었지만 점점 뒤로갈수록 예상가능한 스토리였음 이해 안 되는 장면도 많았고 마지막은  고구마 67개먹고 사이다 반컵마심 ㄹㅇ.... 안 보는거 추천드려요
15911085,라이온 킹,8,제임스 얼 존스의 목소리는 정말 멋있다
15911084,라이온 킹,10,티몬과 품바의 표정 연기가 아쉽다
15911082,스파이더맨: 파 프롬 홈,10,남자친구랑 봤는데 재밌었어요 ㅋㅋ
15911081,라이온 킹,8,원작 애니메이션이 너무 위대했을뿐 충분히 볼만했습니다
15911080,라이온 킹,10,7:55 성신여대입구에서 봤다 꼭 봐라 존잼이다 평점 왜이리 낮게줌 ㅈㄴ재밋는데
15911079,돈,7,아...다 좋은데 마무리가 약하네
15911077,어린 의뢰인,10,정말 많이 울었습니다. 아동폭력 꼭 사라져야합니다ㅠㅠ
15911076,스파이더맨: 파 프롬 홈,10,스파이더맨 역대 최고 꿀잼이었어요~!!
15911074,라이온 킹,8,웅장함은 있는데 의외로 에너지는 별로 느껴지지않음. 걍 볼만함.
15911072,패닉 룸,8,나홀로집에 15세 스릴러 버전같다ㅋㅋ 스릴있고 나름 볼만하다
15911071,라이온 킹,10,이래도 욕해 저래도 욕해 니들이 만들어 알바들아
15911070,라이온 킹,10,오늘 본 라이온킹 실사는 내 평생 최고의 영화가 되었다. 아 취한다. 만화와 실사는 다르다. 실사는 현실감 있고  이야기의 개연성을 확실하게 만들었다.
15911069,알리타: 배틀 엔젤,4,"이야기 전개가 조루인가, 감정선이 혼자 널뛰기를 일삼는다."
15911068,더 보이,10,영화 볼 줄도 모르는 한심한 것들이 개소리 엄청 남겼네. 니들은 알라딘이나 가서 쳐봐라. 퉤
15911067,라이온 킹,9,"애니메이션과 달리 좀더 디테일하고 현실성이 있지만, 그만큼 애니에서의 표현이 없어지거나 줄어들기에 밋밋하게 느껴질 수 있습니다. 향수를 불러일으키기엔 괜찮습니다."
15911066,모테키: 모태솔로 탈출기,5,나가사와 마사미는 이쁘게나오지만 영화는 거럭저럭
15911065,쉰들러 리스트,9,끝없는 절망일 줄 알았는데 작은 희망이 보였다
15911064,라이온 킹,10,경이롭다 영화보면서 지린적이 몇년만인가
15911063,"당신, 거기 있어줄래요",10,정말 아름다운 영화~ 감동적~
15911062,어벤져스: 엔드게임,10,언제봐도 빠져드는 영화네요^^
15911061,사일런스,2,지루하고 재미없음...
15911060,카메라를 멈추면 안 돼!,9,초반 35분만 버텨라...그럼 웃게될것이다
15911059,알라딘,10,너무 잘봤어요~꼭 보세요~^^
15911058,국가부도의 날,10,대한민국 국민이라면 꼭 봐야할
15911057,라이온 킹,8,동물을 가지고 실사를  한다는건  한계가 있음 실사를 애니처럼 움직이고 표정짓게  하고 했다면 정말 우스꽝 스러웠을거임    일단  애니의  감동은 없었지만  실사라는점에서 정말 놀랍고  재미있게 봤어요^^  알라딘 감동 생각하면 안돼요 ㅋ
15911056,스파이더맨: 파 프롬 홈,1,오늘은 재헌절 배급사SONY 일본영화OUT!!!
15911055,라이온 킹,6,"..애니 기억이 안나서 그러는데 심바 어렸을 때 왜케 짜증나나여, 아빠 말은 겁나 안 듣고 삼촌 말 겁나 잘 듣네. 기억하세요 여러분 이거 잼없어용"
15911054,김군,10,감히 왜곡하지마라.
15911053,스파이더맨: 파 프롬 홈,10,진짜 이 영화는 얼마나 갓띵작인가! 스파이더맨의 한층더 성장된 모습을 직접 만나볼 수 있는 영화! 기대해주세용! (영화리뷰어들 말투 따라해봄 ㅋㅋ)
15911052,라이온 킹,10,원래 라이온킹은 한스짐머의 어메이징한 음악들과 티몬품바의 매력이 관건입니다 !!
15911050,라이온 킹,10,아 울었다 ㅅㅂ ㅋ이게 영화가 슬픈게 아니라 어릴때 생각나서 울었음..그리고 심바가 너무 웃겨졌음..
15911049,라이온 킹,10,호불호가 갈리더라구요전 스토리는 모르지만심바가 역경을 이겨내는 모습이 대 유잼이였습니다
15911048,써가,10,써가 보고싶다 ㅜㅠ진짜감동그자체
15911047,라이온 킹,8,번데기만 먹고 살 수 있는가?
15911046,라이온 킹,10,재미없다고해서 기대를 안했는데막상 보고나니 재미잇엇고..완전집중하고봣음
15911045,라이온 킹,6,기대보다 별로네요. 알라딘을 보고 봐서 그런지 웅장함 같은게 떨어져요.
15911043,라이온 킹,8,표정 똑같은짤보고 어떻길레 그러나 봤는데 ㅎ
15911041,타이타닉,10,내인생최고의 사랑영화
15911040,라이온 킹,10,최고.. 눈물 글썽 했따ㅏ...
15911038,라이온 킹,9,오늘은 맛보기로 일반관에서 봤고 내일 특별관에서 다시 볼거지만 호불호가 극명하게 갈릴듯; 알라딘이랑 비교하자면: 실사 알라딘 > 원작 라이온킹 > 실사 라이온킹 > 원작 알라딘 ㅇ
15911037,인턴,1,별점 앵간이 높네.. 난 내가 이걸 돈주고 영화관 가서 왜 봤는지 아직도 의문임 졸라 첨부터 끝까지 힐링은 개뿔 걍 뭣도 아니였다
15911036,라이온 킹,8,너무 재밌게 잘봤다 첨부터 나주팽야가 울려퍼질때 울컥하더라 그치만 풀cg라 그런지 아웃포커싱을 너무 남발해서 그런지 눈이 너무 피로하네요
15911035,라이온 킹,9,Remember who you are !!
15911034,무서운 집,10,아니 근데;; 이 영화 진짜 웃김ㅋㅋㅋ.ㅋㅋㅋ코미디영화로 보기엔 적격임
15911033,은밀하게 위대하게,1,호랑이를 죽여야되는데 멀리서 고작 늑대 한마리와 토끼 5마리가 오네 ㅋㅋㅋ
15911032,미인어,10,재미와 감동 메시지까지 잡은 띵작
15911031,라이온 킹,2,하아 그냥 한숨만 나오는 영화인듯
15911030,라이온 킹,9,클라이막스가 되어야 할 부분을 조금 더 살리지 못한 건 아쉬웠지만~ 재미있었다! 통나무 장면이 없는 것도 아쉬웠...
15911029,라이온 킹,10,하쿠나~ ~ 마타타~~
15911028,라이온 킹,8,추억에 빠지게 만드는 영화네요쪼금 아쉬운건 아무래도 동물 얼굴이다 보니깐얼굴표정이 좀 경직되어 보여서 감정표현이 잘 안보이더군요
15911027,라이온 킹,1,심바가 심바답지못하고 무파사가 무파사답지못하고 스카가 스카답지 못함. 실제 사자모습이랑 목소리가 아예 배치가 안됨. 그래서 감동보다는 오히려 무섭다고 느껴질 정도
15911026,라이온 킹,5,애니메이션이 그립다..
15911025,악인전,2,김무열이 연길 잘했다고?ㅎ진심 최악이다조정석이랑 비교됨...너무..
15911024,라이온 킹,8,애니와 또다른 느낌 재미있네요 ^^
15911022,사일런스,3,"빠른전개는 마음에 들었으나 근원,사이비 원인,대처 불가 이유 등 친절하지 않았던 영화였습니다. 킬링타임으로..도 조금 부족했던 영화인것같습니다.그러나 시리즈로 나온다면 봐볼의향있습니다."
15911020,비스트,1,"이런 중구난방, 엉망진창 스토리 속에서도 이성민의 연기는 이 세상의 것이 아니다....'연기의 신'이라고 봐도 무방. 그에 반해 전혜진은 이런 쪽 연기 다신 하면 안 될 듯....진짜 아니다"
15911019,뺑반,8,그럭저럭 볼만한 오락영화
15911017,알라딘,10,영화보고 평점 남김적도 처음임..진짜 별로 왠만한영화에도 감흥없는데 보는내내 눈을떼질못하고 노래듣는데 울컥까지하던 내 인생에 손꼽을만한 영화였음 낮에봤는데도 잊혀지질않아서 계속 검색해서 노래듣고 봄 진짜 강추
15911016,알라딘,10,솔직히 기대 1도 안 하고 갔는데 울면서 나옴.ㅠㅠ 생애 처음으로 같은 영화 두 번 봄. 윌 스미스가 어떻게 그려질까 했는데 하드캐리했다.. 지니가 알라딘했네. 그리고 쟈스민 노래 너무 잘 한다.. 노래가 좀 더 길었으면 좋았을 거 같다..ㅜㅜ
15911015,라이온 킹,2,여자친구와 가서 보고 그만 졸고말았습니다
15911014,미드소마,1,홍보를 공포영화로 하지 말았어야..
15911013,라이온 킹,9,어렸을 때 봤던 라이온킹을 서른살이 되고보니 많은 것이 새로 보이더군요. 어른이 된다는 것은 아무리 도망치고 싶은 상황에서도 다시 제자리로 돌아와 자신의 책임을 오롯이 지는 것이라는 사실을요.요즘 삶이 힘들었는데 영화 보고 용기 많이 얻고 갑니다.
